product_id,category,name,brand,size,price,mrp,discount_percent,rack_location,in_stock,health_tags
4345,Beverages,Cola 200 ml Modern,Modern,200 ml,173.86,217.33,20,A05-R05-S01,1,low fat;snack;diabetic friendly
4346,Beverages,Mango Drink 500 ml Amul,Amul,500 ml,194.9,243.62,20,A06-R01-S02,1,kids;diabetic friendly
4347,Biscuits,Good Day 500 g Amul,Amul,500 g,19.72,20.76,5,A07-R02-S03,1,high fibre;kids
4348,Beverages,Soda 250 g Fortune,Fortune,250 g,410.72,432.34,5,A08-R03-S04,0,staple
4349,Pulses,Toor Dal 100 g Britannia,Britannia,100 g,170.78,189.76,10,A09-R04-S05,1,snack;kids
4350,Biscuits,Bourbon 250 g Amul,Amul,250 g,116.73,137.33,15,A10-R05-S06,1,kids;protein
4351,Biscuits,Bourbon 200 ml India Gate,India Gate,200 ml,246.3,307.88,20,A01-R01-S01,1,low sugar
4352,Bread,White Bread 1 L India Gate,India Gate,1 L,514.82,514.82,0,A02-R02-S02,0,low fat;snack;diabetic friendly
4353,Biscuits,Milk Bikis 2 kg India Gate,India Gate,2 kg,107.73,134.66,20,A03-R03-S03,1,diabetic friendly
4354,Rice,Basmati Rice 200 g Aashirvaad,Aashirvaad,200 g,320.0,400.0,20,A04-R04-S04,1,snack
4355,Biscuits,Milk Bikis 250 g Aashirvaad,Aashirvaad,250 g,275.72,306.35,10,A05-R05-S05,1,low sugar
4356,Snacks,Mixture 250 g Lays,Lays,250 g,592.9,741.12,20,A06-R01-S06,1,low fat
4357,Rice,Sona Masoori 100 g Britannia,Britannia,100 g,344.05,362.16,5,A07-R02-S01,1,snack
4358,Pulses,Toor Dal 500 ml Britannia,Britannia,500 ml,367.63,432.51,15,A08-R03-S02,1,staple;low fat
4359,Oil,Sunflower Oil 500 g Parle,Parle,500 g,224.37,263.96,15,A09-R04-S03,1,protein;staple;snack
4360,Oil,Groundnut Oil 500 ml Aashirvaad,Aashirvaad,500 ml,122.05,152.56,20,A10-R05-S04,1,low sugar;diabetic friendly
4361,Bread,Brown Bread 1 kg Aashirvaad,Aashirvaad,1 kg,71.38,75.14,5,A01-R01-S05,1,low sugar;protein;staple
4362,Beverages,Mango Drink 200 ml Amul,Amul,200 ml,504.69,593.75,15,A02-R02-S06,1,diabetic friendly;staple;snack
4363,Pulses,Chana Dal 100 g Parle,Parle,100 g,74.4,87.53,15,A03-R03-S01,1,kids;diabetic friendly;protein
4364,Snacks,Namkeen 100 g Parle,Parle,100 g,422.47,497.02,15,A04-R04-S02,1,protein
4365,Bread,Brown Bread 200 ml India Gate,India Gate,200 ml,591.14,656.82,10,A05-R05-S03,1,staple;low sugar
4366,Dairy,Paneer 1 kg Aashirvaad,Aashirvaad,1 kg,687.84,724.04,5,A06-R01-S04,1,diabetic friendly;high fibre
4367,Beverages,Cola 500 g Modern,Modern,500 g,615.91,724.6,15,A07-R02-S05,1,high fibre;low sugar;protein
4368,Rice,Basmati Rice 500 ml Modern,Modern,500 ml,521.65,579.61,10,A08-R03-S06,1,kids;low sugar;diabetic friendly
4369,Bread,Brown Bread 500 ml DMart,DMart,500 ml,693.57,693.57,0,A09-R04-S01,1,low fat;high fibre
4370,Oil,Sunflower Oil 1 L Parle,Parle,1 L,577.38,641.53,10,A10-R05-S02,0,high fibre;low fat;staple
4371,Bread,Whole Wheat Bread 200 g India Gate,India Gate,200 g,590.71,738.39,20,A01-R01-S03,1,staple;low fat
4372,Rice,Regular Rice 500 ml Aashirvaad,Aashirvaad,500 ml,162.5,180.55,10,A02-R02-S04,1,protein
4373,Pulses,Moong Dal 200 ml India Gate,India Gate,200 ml,100.77,118.55,15,A03-R03-S05,1,low sugar
4374,Beverages,Cola 250 g Amul,Amul,250 g,222.25,277.81,20,A04-R04-S06,1,protein
4375,Rice,Basmati Rice 100 g Parle,Parle,100 g,27.12,28.55,5,A05-R05-S01,1,low sugar;high fibre;kids
4376,Biscuits,Bourbon 1 L Britannia,Britannia,1 L,271.8,302.0,10,A06-R01-S02,1,high fibre;protein
4377,Bread,Brown Bread 200 ml Fortune,Fortune,200 ml,708.98,787.76,10,A07-R02-S03,1,kids;low fat;snack
4378,Oil,Groundnut Oil 1 kg Britannia,Britannia,1 kg,122.14,122.14,0,A08-R03-S04,1,high fibre;low sugar;kids
4379,Dairy,Cheese Slices 250 g Parle,Parle,250 g,648.95,683.1,5,A09-R04-S05,1,staple
4380,Beverages,Soda 200 g Parle,Parle,200 g,215.87,239.86,10,A10-R05-S06,1,high fibre
4381,Snacks,Potato Chips 1 kg India Gate,India Gate,1 kg,162.25,170.79,5,A01-R01-S01,1,high fibre;protein
4382,Dairy,Cheese Slices 1 kg Britannia,Britannia,1 kg,287.58,287.58,0,A02-R02-S02,1,high fibre;diabetic friendly
4383,Dairy,Curd 100 g Aashirvaad,Aashirvaad,100 g,421.12,495.44,15,A03-R03-S03,1,kids;staple;protein
4384,Oil,Groundnut Oil 250 g Aashirvaad,Aashirvaad,250 g,321.47,321.47,0,A04-R04-S04,1,protein;low fat;diabetic friendly
4385,Pulses,Moong Dal 1 kg DMart,DMart,1 kg,173.62,217.02,20,A05-R05-S05,1,staple
4386,Oil,Sunflower Oil 2 kg India Gate,India Gate,2 kg,346.98,433.72,20,A06-R01-S06,1,kids;low fat
4387,Dairy,Paneer 200 g Modern,Modern,200 g,510.96,567.73,10,A07-R02-S01,0,high fibre
4388,Oil,Mustard Oil 100 g India Gate,India Gate,100 g,620.22,620.22,0,A08-R03-S02,1,snack;low fat;protein
4389,Snacks,Potato Chips 100 g Parle,Parle,100 g,192.39,226.34,15,A09-R04-S03,1,high fibre;kids
4390,Bread,Brown Bread 1 L DMart,DMart,1 L,198.22,198.22,0,A10-R05-S04,1,low sugar;high fibre
4391,Beverages,Mango Drink 250 g Parle,Parle,250 g,492.22,579.08,15,A01-R01-S05,1,diabetic friendly;low sugar;kids
4392,Beverages,Soda 500 ml Amul,Amul,500 ml,67.97,79.97,15,A02-R02-S06,1,high fibre;diabetic friendly
4393,Biscuits,Good Day 250 g India Gate,India Gate,250 g,581.35,645.94,10,A03-R03-S01,1,staple;low fat
4394,Dairy,Cheese Slices 200 g Modern,Modern,200 g,215.41,253.42,15,A04-R04-S02,1,snack
4395,Pulses,Toor Dal 500 g Aashirvaad,Aashirvaad,500 g,574.3,574.3,0,A05-R05-S03,1,staple
4396,Oil,Groundnut Oil 2 kg Parle,Parle,2 kg,416.11,520.14,20,A06-R01-S04,0,kids;diabetic friendly
4397,Biscuits,Marie Gold 250 g Aashirvaad,Aashirvaad,250 g,615.45,683.83,10,A07-R02-S05,1,snack;high fibre;low fat
4398,Biscuits,Milk Bikis 1 kg DMart,DMart,1 kg,423.83,446.14,5,A08-R03-S06,1,low fat;diabetic friendly;low sugar
4399,Pulses,Toor Dal 100 g Lays,Lays,100 g,245.21,272.45,10,A09-R04-S01,1,low fat
4400,Oil,Mustard Oil 1 L Parle,Parle,1 L,364.44,383.62,5,A10-R05-S02,1,protein;low sugar
4401,Oil,Sunflower Oil 500 ml DMart,DMart,500 ml,470.74,588.42,20,A01-R01-S03,1,low fat;low sugar;diabetic friendly
4402,Snacks,Khakhra 1 L Lays,Lays,1 L,414.66,460.73,10,A02-R02-S04,1,staple;diabetic friendly;snack
4403,Dairy,Cheese Slices 200 ml India Gate,India Gate,200 ml,583.56,583.56,0,A03-R03-S05,0,kids;staple;protein
4404,Biscuits,Bourbon 250 g Amul,Amul,250 g,21.14,21.14,0,A04-R04-S06,1,protein;staple;low sugar
4405,Biscuits,Milk Bikis 200 ml India Gate,India Gate,200 ml,531.97,664.96,20,A05-R05-S01,1,low fat;low sugar;staple
4406,Bread,Brown Bread 250 g India Gate,India Gate,250 g,269.81,317.42,15,A06-R01-S02,1,staple
4407,Rice,Regular Rice 500 ml India Gate,India Gate,500 ml,83.9,98.71,15,A07-R02-S03,1,snack;kids;high fibre
4408,Beverages,Soda 100 g Modern,Modern,100 g,719.03,719.03,0,A08-R03-S04,1,staple;protein;kids
4409,Pulses,Chana Dal 200 ml Britannia,Britannia,200 ml,358.0,358.0,0,A09-R04-S05,1,snack
4410,Pulses,Moong Dal 250 g Amul,Amul,250 g,124.58,155.72,20,A10-R05-S06,1,high fibre
4411,Bread,White Bread 500 g India Gate,India Gate,500 g,542.38,602.64,10,A01-R01-S01,0,diabetic friendly;protein;snack
4412,Pulses,Moong Dal 250 g Parle,Parle,250 g,233.03,291.29,20,A02-R02-S02,1,protein;staple
4413,Bread,Brown Bread 1 L DMart,DMart,1 L,280.43,329.92,15,A03-R03-S03,1,staple;kids
4414,Snacks,Namkeen 1 L Lays,Lays,1 L,651.47,685.76,5,A04-R04-S04,1,high fibre;snack;staple
4415,Snacks,Namkeen 2 kg Parle,Parle,2 kg,523.45,654.31,20,A05-R05-S05,1,low sugar;kids
4416,Dairy,Toned Milk 1 L Britannia,Britannia,1 L,471.42,589.28,20,A06-R01-S06,1,low sugar;protein;high fibre
4417,Biscuits,Milk Bikis 200 ml Fortune,Fortune,200 ml,526.78,619.74,15,A07-R02-S01,0,staple
4418,Snacks,Khakhra 1 L Amul,Amul,1 L,392.31,435.9,10,A08-R03-S02,1,low fat;kids;staple
4419,Bread,Brown Bread 500 ml Aashirvaad,Aashirvaad,500 ml,165.32,174.02,5,A09-R04-S03,1,high fibre;low sugar;kids
4420,Biscuits,Milk Bikis 500 g India Gate,India Gate,500 g,409.46,431.01,5,A10-R05-S04,1,low fat;snack
4421,Rice,Sona Masoori 200 g India Gate,India Gate,200 g,32.36,35.95,10,A01-R01-S05,0,snack;diabetic friendly
4422,Snacks,Potato Chips 100 g Amul,Amul,100 g,560.82,701.02,20,A02-R02-S06,1,diabetic friendly;low sugar;staple
4423,Oil,Groundnut Oil 1 L Parle,Parle,1 L,567.52,630.58,10,A03-R03-S01,1,low fat;staple
4424,Rice,Sona Masoori 1 kg Britannia,Britannia,1 kg,213.94,225.2,5,A04-R04-S02,1,snack
4425,Rice,Regular Rice 100 g Fortune,Fortune,100 g,118.18,147.72,20,A05-R05-S03,1,protein
4426,Rice,Basmati Rice 100 g Fortune,Fortune,100 g,546.22,574.97,5,A06-R01-S04,0,snack;diabetic friendly
4427,Snacks,Potato Chips 200 ml Amul,Amul,200 ml,49.9,62.38,20,A07-R02-S05,1,diabetic friendly;low sugar
4428,Oil,Sunflower Oil 200 ml DMart,DMart,200 ml,663.44,737.16,10,A08-R03-S06,1,protein;snack;diabetic friendly
4429,Oil,Groundnut Oil 500 g Britannia,Britannia,500 g,232.45,290.56,20,A09-R04-S01,1,kids;snack
4430,Pulses,Toor Dal 100 g Britannia,Britannia,100 g,96.14,106.82,10,A10-R05-S02,1,protein;low sugar
4431,Pulses,Moong Dal 250 g Parle,Parle,250 g,494.62,618.28,20,A01-R01-S03,0,high fibre;kids
4432,Dairy,Paneer 2 kg Britannia,Britannia,2 kg,19.89,22.1,10,A02-R02-S04,1,protein
4433,Bread,Brown Bread 2 kg Modern,Modern,2 kg,482.33,482.33,0,A03-R03-S05,1,protein;high fibre
4434,Pulses,Chana Dal 1 L Aashirvaad,Aashirvaad,1 L,290.44,290.44,0,A04-R04-S06,1,high fibre
4435,Oil,Groundnut Oil 100 g Modern,Modern,100 g,49.12,51.71,5,A05-R05-S01,1,snack
4436,Beverages,Mango Drink 1 L Britannia,Britannia,1 L,383.23,383.23,0,A06-R01-S02,1,high fibre;low fat
4437,Bread,Brown Bread 2 kg Lays,Lays,2 kg,57.78,57.78,0,A07-R02-S03,1,staple;diabetic friendly;protein
4438,Biscuits,Marie Gold 100 g Britannia,Britannia,100 g,677.61,713.27,5,A08-R03-S04,1,protein
4439,Dairy,Cheese Slices 250 g Aashirvaad,Aashirvaad,250 g,196.4,245.5,20,A09-R04-S05,1,protein
4440,Pulses,Chana Dal 250 g Parle,Parle,250 g,175.08,184.29,5,A10-R05-S06,1,low fat
4441,Pulses,Chana Dal 1 kg DMart,DMart,1 kg,431.26,539.07,20,A01-R01-S01,1,low fat;snack;high fibre
4442,Pulses,Toor Dal 200 g Modern,Modern,200 g,478.71,478.71,0,A02-R02-S02,1,protein;kids
4443,Bread,Whole Wheat Bread 250 g Amul,Amul,250 g,406.23,507.79,20,A03-R03-S03,1,protein
4444,Rice,Regular Rice 1 L India Gate,India Gate,1 L,187.14,187.14,0,A04-R04-S04,1,high fibre;snack;kids
4445,Dairy,Paneer 1 L Britannia,Britannia,1 L,221.14,221.14,0,A05-R05-S05,1,snack
4446,Rice,Regular Rice 500 ml DMart,DMart,500 ml,702.26,780.29,10,A06-R01-S06,1,protein;diabetic friendly
4447,Beverages,Soda 500 ml Parle,Parle,500 ml,18.62,23.28,20,A07-R02-S01,1,low sugar;staple;low fat
4448,Beverages,Orange Juice 200 g Aashirvaad,Aashirvaad,200 g,264.22,293.58,10,A08-R03-S02,1,staple
4449,Biscuits,Good Day 250 g Amul,Amul,250 g,165.07,194.2,15,A09-R04-S03,1,staple;low sugar;snack
4450,Rice,Basmati Rice 250 g Amul,Amul,250 g,71.74,89.68,20,A10-R05-S04,1,protein
4451,Dairy,Curd 2 kg Aashirvaad,Aashirvaad,2 kg,452.43,565.54,20,A01-R01-S05,0,snack;kids
4452,Snacks,Mixture 200 ml India Gate,India Gate,200 ml,344.68,405.5,15,A02-R02-S06,1,diabetic friendly
4453,Biscuits,Milk Bikis 2 kg Fortune,Fortune,2 kg,57.45,63.83,10,A03-R03-S01,1,kids
4454,Rice,Regular Rice 250 g Lays,Lays,250 g,763.93,763.93,0,A04-R04-S02,1,high fibre;kids
4455,Bread,Brown Bread 200 g Modern,Modern,200 g,403.95,504.94,20,A05-R05-S03,1,protein;staple
4456,Bread,Whole Wheat Bread 500 ml Parle,Parle,500 ml,643.25,714.72,10,A06-R01-S04,1,protein
4457,Biscuits,Good Day 200 ml Britannia,Britannia,200 ml,72.76,85.6,15,A07-R02-S05,1,protein;low fat
4458,Snacks,Namkeen 500 ml Aashirvaad,Aashirvaad,500 ml,135.36,142.48,5,A08-R03-S06,1,protein
4459,Dairy,Curd 1 L Lays,Lays,1 L,652.22,724.69,10,A09-R04-S01,1,snack
4460,Pulses,Toor Dal 100 g Aashirvaad,Aashirvaad,100 g,298.61,314.33,5,A10-R05-S02,1,staple;high fibre
4461,Rice,Basmati Rice 500 g Lays,Lays,500 g,340.11,377.9,10,A01-R01-S03,1,high fibre
4462,Beverages,Cola 500 ml Britannia,Britannia,500 ml,654.37,654.37,0,A02-R02-S04,1,kids;low sugar
4463,Bread,Whole Wheat Bread 200 ml Fortune,Fortune,200 ml,365.69,406.32,10,A03-R03-S05,1,protein;high fibre;kids
4464,Bread,Brown Bread 250 g Fortune,Fortune,250 g,700.43,737.3,5,A04-R04-S06,1,snack;low sugar;low fat
4465,Pulses,Moong Dal 100 g Lays,Lays,100 g,313.87,369.26,15,A05-R05-S01,0,diabetic friendly;protein;kids
4466,Beverages,Cola 1 kg Parle,Parle,1 kg,402.32,423.49,5,A06-R01-S02,1,diabetic friendly;low sugar;protein
4467,Oil,Sunflower Oil 500 g India Gate,India Gate,500 g,111.01,130.6,15,A07-R02-S03,1,snack;low fat
4468,Biscuits,Good Day 1 L India Gate,India Gate,1 L,442.28,442.28,0,A08-R03-S04,1,low sugar;diabetic friendly
4469,Oil,Mustard Oil 500 g India Gate,India Gate,500 g,295.78,328.64,10,A09-R04-S05,1,snack;protein
4470,Beverages,Cola 2 kg Britannia,Britannia,2 kg,399.76,420.8,5,A10-R05-S06,0,low fat
4471,Dairy,Paneer 100 g Parle,Parle,100 g,694.93,694.93,0,A01-R01-S01,1,snack;low sugar
4472,Bread,Whole Wheat Bread 1 L DMart,DMart,1 L,187.48,187.48,0,A02-R02-S02,1,low fat;protein
4473,Rice,Basmati Rice 250 g Modern,Modern,250 g,137.41,171.76,20,A03-R03-S03,1,low fat
4474,Beverages,Soda 500 g India Gate,India Gate,500 g,173.24,192.49,10,A04-R04-S04,1,low fat;diabetic friendly
4475,Biscuits,Bourbon 1 kg Lays,Lays,1 kg,88.86,93.54,5,A05-R05-S05,1,protein;staple
4476,Biscuits,Good Day 200 g Aashirvaad,Aashirvaad,200 g,668.31,786.25,15,A06-R01-S06,1,staple;low fat;protein
4477,Oil,Groundnut Oil 1 L Lays,Lays,1 L,405.97,507.46,20,A07-R02-S01,1,staple;snack
4478,Beverages,Soda 100 g Lays,Lays,100 g,149.59,175.99,15,A08-R03-S02,1,low fat
4479,Dairy,Cheese Slices 500 ml Parle,Parle,500 ml,522.69,653.36,20,A09-R04-S03,1,kids
4480,Snacks,Khakhra 1 kg Modern,Modern,1 kg,714.38,751.98,5,A10-R05-S04,1,snack;low fat
4481,Snacks,Namkeen 250 g Parle,Parle,250 g,402.44,503.05,20,A01-R01-S05,0,protein;low sugar;kids
4482,Beverages,Mango Drink 200 ml Lays,Lays,200 ml,707.49,744.73,5,A02-R02-S06,1,diabetic friendly;low sugar
4483,Snacks,Khakhra 2 kg Parle,Parle,2 kg,104.41,109.9,5,A03-R03-S01,1,low sugar;diabetic friendly
4484,Biscuits,Milk Bikis 200 g DMart,DMart,200 g,211.66,222.8,5,A04-R04-S02,1,staple;snack;kids
4485,Biscuits,Bourbon 2 kg Britannia,Britannia,2 kg,258.3,303.88,15,A05-R05-S03,1,staple;kids
4486,Dairy,Cheese Slices 1 kg India Gate,India Gate,1 kg,344.88,431.1,20,A06-R01-S04,1,high fibre;low fat;snack
4487,Dairy,Toned Milk 100 g Parle,Parle,100 g,759.36,759.36,0,A07-R02-S05,1,high fibre;diabetic friendly;snack
4488,Rice,Basmati Rice 2 kg DMart,DMart,2 kg,132.12,132.12,0,A08-R03-S06,1,low fat;protein;diabetic friendly
4489,Oil,Mustard Oil 1 L Fortune,Fortune,1 L,460.15,575.19,20,A09-R04-S01,1,snack;staple
4490,Oil,Mustard Oil 1 kg Parle,Parle,1 kg,64.75,71.95,10,A10-R05-S02,1,snack;staple
4491,Dairy,Curd 200 g India Gate,India Gate,200 g,577.68,577.68,0,A01-R01-S03,1,low sugar;snack
4492,Snacks,Khakhra 500 ml Lays,Lays,500 ml,663.46,663.46,0,A02-R02-S04,1,staple;protein;low fat
4493,Oil,Sunflower Oil 1 kg Aashirvaad,Aashirvaad,1 kg,688.37,724.6,5,A03-R03-S05,1,low sugar;staple;diabetic friendly
4494,Oil,Mustard Oil 200 ml India Gate,India Gate,200 ml,338.24,422.8,20,A04-R04-S06,1,kids;high fibre
4495,Rice,Sona Masoori 500 g Britannia,Britannia,500 g,469.4,586.75,20,A05-R05-S01,1,high fibre;kids;snack
4496,Dairy,Curd 1 L Modern,Modern,1 L,342.69,403.16,15,A06-R01-S02,1,low fat;protein
4497,Bread,Whole Wheat Bread 250 g DMart,DMart,250 g,421.69,468.54,10,A07-R02-S03,1,diabetic friendly;snack;protein
4498,Pulses,Chana Dal 250 g Amul,Amul,250 g,565.69,565.69,0,A08-R03-S04,1,staple
4499,Snacks,Mixture 2 kg Lays,Lays,2 kg,509.52,509.52,0,A09-R04-S05,1,protein
4500,Rice,Sona Masoori 200 g Fortune,Fortune,200 g,390.46,433.85,10,A10-R05-S06,1,protein
4501,Snacks,Mixture 1 kg India Gate,India Gate,1 kg,319.11,354.57,10,A01-R01-S01,1,kids;snack;diabetic friendly
4502,Dairy,Cheese Slices 100 g Britannia,Britannia,100 g,601.78,668.64,10,A02-R02-S02,1,low fat;low sugar;snack
4503,Snacks,Namkeen 500 g Britannia,Britannia,500 g,674.09,748.99,10,A03-R03-S03,1,staple;kids
4504,Snacks,Khakhra 500 g Aashirvaad,Aashirvaad,500 g,737.78,737.78,0,A04-R04-S04,1,low sugar;kids
4505,Oil,Sunflower Oil 1 L Amul,Amul,1 L,694.74,771.93,10,A05-R05-S05,1,high fibre;snack;diabetic friendly
4506,Oil,Groundnut Oil 200 g Parle,Parle,200 g,157.03,174.48,10,A06-R01-S06,1,high fibre
4507,Biscuits,Good Day 500 g Aashirvaad,Aashirvaad,500 g,627.14,660.15,5,A07-R02-S01,1,low fat;staple;low sugar
4508,Pulses,Chana Dal 200 ml Amul,Amul,200 ml,644.08,757.74,15,A08-R03-S02,1,kids
4509,Oil,Groundnut Oil 200 ml Lays,Lays,200 ml,712.02,749.5,5,A09-R04-S03,1,staple;diabetic friendly
4510,Oil,Mustard Oil 500 g India Gate,India Gate,500 g,43.27,43.27,0,A10-R05-S04,1,protein;high fibre;staple
4511,Bread,Whole Wheat Bread 1 kg Aashirvaad,Aashirvaad,1 kg,358.26,447.82,20,A01-R01-S05,1,protein;snack;high fibre
4512,Pulses,Toor Dal 200 ml Fortune,Fortune,200 ml,75.26,75.26,0,A02-R02-S06,1,staple;protein;low sugar
4513,Snacks,Namkeen 500 g Britannia,Britannia,500 g,398.13,398.13,0,A03-R03-S01,1,low sugar
4514,Oil,Groundnut Oil 100 g Aashirvaad,Aashirvaad,100 g,563.98,704.98,20,A04-R04-S02,1,high fibre;staple
4515,Rice,Basmati Rice 500 g Parle,Parle,500 g,443.91,554.89,20,A05-R05-S03,0,diabetic friendly;protein;staple
4516,Rice,Sona Masoori 1 L Aashirvaad,Aashirvaad,1 L,768.19,768.19,0,A06-R01-S04,1,kids;snack
4517,Dairy,Paneer 200 g Lays,Lays,200 g,370.34,370.34,0,A07-R02-S05,1,snack;low fat
4518,Oil,Mustard Oil 1 L Aashirvaad,Aashirvaad,1 L,425.67,425.67,0,A08-R03-S06,1,kids;staple;high fibre
4519,Beverages,Cola 100 g Fortune,Fortune,100 g,580.98,683.5,15,A09-R04-S01,1,kids;diabetic friendly
4520,Bread,White Bread 500 g Amul,Amul,500 g,775.86,775.86,0,A10-R05-S02,1,high fibre;low fat
4521,Dairy,Cheese Slices 200 ml Amul,Amul,200 ml,186.17,206.86,10,A01-R01-S03,0,low sugar;low fat
4522,Dairy,Paneer 1 kg Modern,Modern,1 kg,476.49,529.43,10,A02-R02-S04,1,kids;low fat;staple
4523,Rice,Basmati Rice 1 kg Amul,Amul,1 kg,279.57,328.91,15,A03-R03-S05,1,diabetic friendly
4524,Dairy,Toned Milk 250 g Lays,Lays,250 g,292.5,307.89,5,A04-R04-S06,1,protein;diabetic friendly;staple
4525,Oil,Groundnut Oil 500 ml Aashirvaad,Aashirvaad,500 ml,313.64,368.99,15,A05-R05-S01,1,kids
4526,Bread,White Bread 1 L Fortune,Fortune,1 L,425.84,448.25,5,A06-R01-S02,1,protein;staple
4527,Pulses,Chana Dal 200 ml Aashirvaad,Aashirvaad,200 ml,354.68,373.35,5,A07-R02-S03,1,low fat;diabetic friendly
4528,Dairy,Toned Milk 250 g India Gate,India Gate,250 g,457.39,457.39,0,A08-R03-S04,1,kids;snack
4529,Dairy,Curd 2 kg Britannia,Britannia,2 kg,536.47,670.59,20,A09-R04-S05,0,low sugar
4530,Rice,Basmati Rice 500 ml Lays,Lays,500 ml,519.23,546.56,5,A10-R05-S06,1,protein
4531,Bread,White Bread 1 kg DMart,DMart,1 kg,771.55,771.55,0,A01-R01-S01,1,snack
4532,Snacks,Namkeen 2 kg Lays,Lays,2 kg,166.46,195.83,15,A02-R02-S02,1,diabetic friendly;staple
4533,Bread,Brown Bread 500 g Parle,Parle,500 g,71.49,71.49,0,A03-R03-S03,1,low sugar;kids
4534,Pulses,Moong Dal 1 kg Fortune,Fortune,1 kg,497.33,585.1,15,A04-R04-S04,1,low sugar;kids
4535,Snacks,Mixture 2 kg Amul,Amul,2 kg,22.18,22.18,0,A05-R05-S05,1,low fat;high fibre;low sugar
4536,Oil,Groundnut Oil 250 g Amul,Amul,250 g,350.31,389.23,10,A06-R01-S06,1,snack
4537,Bread,Brown Bread 200 g Modern,Modern,200 g,623.45,779.31,20,A07-R02-S01,1,snack;low sugar
4538,Pulses,Moong Dal 2 kg India Gate,India Gate,2 kg,234.72,276.14,15,A08-R03-S02,0,high fibre
4539,Biscuits,Bourbon 500 g Modern,Modern,500 g,414.07,414.07,0,A09-R04-S03,1,snack;diabetic friendly;high fibre
4540,Oil,Sunflower Oil 1 L DMart,DMart,1 L,543.46,639.36,15,A10-R05-S04,1,diabetic friendly;protein
4541,Bread,White Bread 200 g India Gate,India Gate,200 g,109.8,122.0,10,A01-R01-S05,0,protein
4542,Bread,Whole Wheat Bread 100 g Parle,Parle,100 g,169.18,178.08,5,A02-R02-S06,1,protein;high fibre;low fat
4543,Dairy,Cheese Slices 500 ml Parle,Parle,500 ml,172.46,191.62,10,A03-R03-S01,1,kids;protein;low sugar
4544,Rice,Basmati Rice 1 kg India Gate,India Gate,1 kg,442.65,442.65,0,A04-R04-S02,1,staple;low sugar;high fibre
4545,Pulses,Toor Dal 200 ml India Gate,India Gate,200 ml,704.32,704.32,0,A05-R05-S03,1,diabetic friendly;high fibre;protein
4546,Rice,Regular Rice 500 g Britannia,Britannia,500 g,85.55,95.06,10,A06-R01-S04,1,low sugar
4547,Dairy,Paneer 2 kg Britannia,Britannia,2 kg,432.02,480.02,10,A07-R02-S05,1,high fibre
4548,Biscuits,Good Day 1 L India Gate,India Gate,1 L,419.85,524.81,20,A08-R03-S06,0,snack
4549,Rice,Regular Rice 200 g Aashirvaad,Aashirvaad,200 g,584.89,731.11,20,A09-R04-S01,1,low sugar
4550,Beverages,Mango Drink 1 L Aashirvaad,Aashirvaad,1 L,503.31,629.14,20,A10-R05-S02,1,low sugar;diabetic friendly
4551,Bread,White Bread 500 g Modern,Modern,500 g,592.06,696.54,15,A01-R01-S03,1,snack
4552,Dairy,Cheese Slices 1 kg Fortune,Fortune,1 kg,83.61,98.37,15,A02-R02-S04,0,low sugar;snack
4553,Bread,White Bread 500 g Fortune,Fortune,500 g,611.77,719.73,15,A03-R03-S05,1,diabetic friendly;low fat
4554,Pulses,Toor Dal 200 g Amul,Amul,200 g,524.03,524.03,0,A04-R04-S06,1,low fat;high fibre;kids
4555,Biscuits,Marie Gold 200 ml Modern,Modern,200 ml,26.55,26.55,0,A05-R05-S01,1,kids
4556,Rice,Regular Rice 1 kg Amul,Amul,1 kg,531.51,559.48,5,A06-R01-S02,0,staple;snack;diabetic friendly
4557,Dairy,Toned Milk 250 g DMart,DMart,250 g,111.67,111.67,0,A07-R02-S03,1,staple;low sugar;high fibre
4558,Dairy,Cheese Slices 2 kg Parle,Parle,2 kg,361.31,361.31,0,A08-R03-S04,1,low sugar;protein
4559,Pulses,Toor Dal 1 L Lays,Lays,1 L,416.3,489.77,15,A09-R04-S05,1,high fibre
4560,Beverages,Mango Drink 200 ml DMart,DMart,200 ml,161.75,161.75,0,A10-R05-S06,1,high fibre;staple;low sugar
4561,Oil,Mustard Oil 500 ml Aashirvaad,Aashirvaad,500 ml,55.15,68.94,20,A01-R01-S01,1,low fat;low sugar
4562,Beverages,Cola 1 kg Aashirvaad,Aashirvaad,1 kg,232.34,232.34,0,A02-R02-S02,1,high fibre;staple
4563,Pulses,Chana Dal 1 kg DMart,DMart,1 kg,499.87,624.84,20,A03-R03-S03,1,kids;diabetic friendly;low fat
4564,Oil,Mustard Oil 200 g DMart,DMart,200 g,239.88,239.88,0,A04-R04-S04,1,snack
4565,Rice,Basmati Rice 1 kg Parle,Parle,1 kg,222.79,262.11,15,A05-R05-S05,1,low sugar;protein;snack
4566,Rice,Basmati Rice 200 ml Aashirvaad,Aashirvaad,200 ml,238.34,280.4,15,A06-R01-S06,1,staple;snack
4567,Dairy,Paneer 2 kg Britannia,Britannia,2 kg,295.62,328.47,10,A07-R02-S01,1,low fat;diabetic friendly;high fibre
4568,Bread,White Bread 1 kg Lays,Lays,1 kg,101.53,101.53,0,A08-R03-S02,1,low fat;diabetic friendly;snack
4569,Dairy,Toned Milk 500 g Lays,Lays,500 g,373.46,466.83,20,A09-R04-S03,1,protein
